total_positive_reviews,total_negative_reviews,reviews_level,is_free,comment_total,hot_level,price,playtime_forever,adult_con,month_total_play_time,month_total_play_cnt,purchase_year,purchase_month,release_year,release_month,genres_score,categories_score,tags_score
53.0,33.0,1.606060606060606,0,86.0,0,7.003065458786462,0.8666666666666667,0,50.9,27,2018,3,2016,10,4,0,0
16682.0,1430.0,11.665734265734265,0,18112.0,1,9.323669057283185,0.0,0,268.25,25,2017,12,2014,10,1,0,0
696.0,129.0,5.395348837209302,1,825.0,0,0.0,0.0,0,0.016666666666666666,2,2015,8,2013,10,1,0,0
1895.0,161.0,11.770186335403727,0,2056.0,0,8.1886891244442,0.0,0,30.499999999999996,14,2018,2,2010,9,2,2,0
0.0,1.0,0.0,1,1.0,0,0.0,0.0,0,11.533333333333333,21,2019,6,2019,6,1,0,4
388.0,93.0,4.172043010752688,0,481.0,0,8.517193191416238,0.0,0,64.60000000000001,22,2017,10,2013,4,1,0,0
31.0,1.0,31.0,1,32.0,0,0.0,0.5666666666666667,0,23.11666666666667,12,2017,11,2016,5,2,0,0
20873.0,1450.0,14.395172413793103,0,22323.0,1,8.66561319653451,1.6333333333333333,0,1.9000000000000001,7,2018,9,2019,7,1,0,0
927.0,82.0,11.304878048780488,0,1009.0,0,8.476371196895983,1.1,0,30.099999999999998,19,2017,6,2015,4,2,0,0
827.0,99.0,8.353535353535353,0,926.0,0,7.8632667240095735,0.0,0,28.450000000000003,16,2018,6,2017,4,1,0,0
12603.0,1460.0,8.632191780821918,0,14063.0,1,9.104979856318357,0.4666666666666667,0,11.216666666666665,12,2019,2,2018,12,5,1,0
9347.0,971.0,9.62615859938208,0,10318.0,1,8.1886891244442,1.1,0,2.533333333333333,17,2018,4,2016,11,2,0,0
223.0,67.0,3.328358208955224,0,290.0,0,8.476371196895983,0.0,0,50.9,27,2018,3,2017,7,2,0,0
32422.0,1690.0,19.184615384615384,0,34112.0,2,8.1886891244442,0.13333333333333333,0,13.133333333333333,9,2017,4,2012,11,2,1,0
94.0,55.0,1.709090909090909,0,149.0,0,8.1886891244442,0.0,0,16.2,16,2018,1,2007,7,2,0,0
0.0,1.0,0.0,0,1.0,0,8.476371196895983,0.0,0,2.933333333333333,2,-1,-1,2011,8,3,0,0
608.0,197.0,3.0862944162436547,0,805.0,0,7.8632667240095735,3.066666666666667,0,21.300000000000004,9,2018,7,2016,4,1,0,0
1990.0,412.0,4.830097087378641,0,2402.0,0,8.961879012677683,0.0,0,11.533333333333333,21,2019,6,2017,7,1,0,0
31291.0,1358.0,23.0419734904271,0,32649.0,2,8.1886891244442,1.85,0,91.51666666666667,4,2017,8,2011,11,1,0,0
2638.0,424.0,6.221698113207547,0,3062.0,0,9.20029003612268,0.0,0,11.533333333333333,21,2019,6,2017,7,2,0,0
3430.0,136.0,25.220588235294116,0,3566.0,0,8.070906088787819,0.05,0,11.216666666666665,12,2019,2,2013,10,2,0,0
11298.0,491.0,23.010183299389002,0,11789.0,1,8.824677891164198,5.916666666666668,0,29.333333333333332,17,2016,11,2013,6,2,4,0
1382.0,390.0,3.5435897435897434,0,1772.0,0,9.159047077588632,6.366666666666666,0,11.216666666666665,12,2019,2,2018,2,2,0,0
3958.0,1430.0,2.767832167832168,0,5388.0,0,8.961879012677683,0.0,0,268.25,25,2017,12,2013,10,2,1,0
261.0,49.0,5.326530612244898,1,310.0,0,0.0,0.13333333333333333,0,115.3,3,2017,1,2015,1,3,0,0
6148.0,172.0,35.74418604651163,0,6320.0,0,6.396929655216146,0.11666666666666667,0,8.95,4,2016,9,2015,7,0,0,0
331.0,203.0,1.6305418719211822,0,534.0,0,8.824677891164198,0.0,0,16.2,16,2018,1,2008,2,1,0,0
5016.0,425.0,11.802352941176471,1,5441.0,0,0.0,0.0,0,0.0,10,2019,7,2011,11,1,2,0
14647.0,3002.0,4.879080612924717,0,17649.0,1,9.72913416539135,3.083333333333333,0,23.11666666666667,12,2017,11,2016,2,2,0,0
68660.0,27235.0,2.521020745364421,0,95895.0,2,9.20029003612268,32.766666666666666,0,268.25,25,2017,12,2015,11,2,0,0
678.0,175.0,3.874285714285714,0,853.0,0,10.305613759378778,0.1,0,11.533333333333333,21,2019,6,2017,3,1,1,0
24817.0,1421.0,17.464461646727656,0,26238.0,1,9.159047077588632,0.0,0,50.9,27,2018,3,2012,10,1,0,0
2941.0,245.0,12.004081632653062,0,3186.0,0,8.517193191416238,0.0,0,4.1,10,2018,5,2018,1,1,0,0
115489.0,1653.0,69.86630369026014,0,117142.0,2,8.216088098632316,0.45,0,29.333333333333332,17,2016,11,2011,4,2,3,0
3102.0,536.0,5.787313432835821,0,3638.0,0,9.323669057283185,1.5333333333333334,0,268.25,25,2017,12,2016,12,2,1,0
1127.0,185.0,6.091891891891892,0,1312.0,0,8.1886891244442,0.0,0,18.1,12,2018,11,2013,12,0,0,0
1393.0,153.0,9.104575163398692,0,1546.0,0,8.974618038455112,0.0,0,29.333333333333332,17,2016,11,2013,5,1,0,0
328.0,44.0,7.454545454545454,0,372.0,0,8.476371196895983,0.0,0,30.499999999999996,14,2018,2,2012,4,2,0,0
408.0,82.0,4.975609756097561,0,490.0,0,8.34283980427146,0.0,0,4.1,10,2018,5,2016,8,2,0,0
322460.0,14590.0,22.10143934201508,0,337050.0,2,8.1886891244442,0.8,0,64.60000000000001,22,2017,10,2006,11,1,1,0
1415.0,210.0,6.738095238095238,0,1625.0,0,8.824677891164198,0.1,0,64.60000000000001,22,2017,10,2017,8,1,0,0
1015.0,94.0,10.797872340425531,0,1109.0,0,8.1886891244442,2.8,0,41.233333333333334,7,2017,3,2007,5,4,0,0
468.0,43.0,10.883720930232558,0,511.0,0,8.1886891244442,0.0,0,64.60000000000001,22,2017,10,2008,12,0,0,0
34729.0,1454.0,23.885144429160935,0,36183.0,2,7.9724660159745655,0.5,0,41.233333333333334,7,2017,3,2012,9,2,0,0
2644.0,1256.0,2.105095541401274,0,3900.0,0,9.190137664658664,0.0,0,50.9,27,2018,3,2016,4,1,0,0
1813.0,188.0,9.643617021276595,0,2001.0,0,9.082507000466299,0.0,0,4.183333333333334,5,2019,4,2017,5,1,0,0
0.0,1.0,0.0,1,1.0,0,0.0,0.03333333333333333,0,1.9000000000000001,7,2018,9,2017,4,0,0,0
463.0,131.0,3.5343511450381677,0,594.0,0,8.216088098632316,0.0,0,30.499999999999996,14,2018,2,2018,2,2,0,0
3129.0,595.0,5.258823529411765,0,3724.0,0,8.85366542803745,1.6833333333333331,0,4.183333333333334,5,2019,4,2017,11,2,0,0
611.0,212.0,2.8820754716981134,0,823.0,0,8.974618038455112,0.0,0,29.333333333333332,17,2016,11,2014,5,1,0,0
9038.0,696.0,12.985632183908047,0,9734.0,0,8.824677891164198,0.25,0,50.9,27,2018,3,2014,4,2,0,0
3.0,2.0,1.5,1,5.0,0,0.0,0.08333333333333333,0,23.11666666666667,12,2017,11,2015,1,1,0,0
1683.0,395.0,4.260759493670886,0,2078.0,0,8.824677891164198,1.75,0,29.333333333333332,17,2016,11,2012,10,2,0,0
973.0,304.0,3.200657894736842,0,1277.0,0,8.824677891164198,0.0,1,16.2,16,2018,1,2018,7,0,0,0
9674.0,639.0,15.139280125195619,0,10313.0,1,9.20029003612268,0.2,0,4.1,10,2018,5,2008,12,3,0,0
8836.0,854.0,10.346604215456674,0,9690.0,0,9.210340371976184,0.0,0,6.25,8,2018,10,2017,4,2,0,0
5190.0,553.0,9.38517179023508,0,5743.0,0,8.824677891164198,0.0,0,16.2,16,2018,1,2009,9,1,0,0
1373.0,91.0,15.087912087912088,0,1464.0,0,7.003065458786462,1.4166666666666667,0,2.533333333333333,17,2018,4,2016,1,1,0,0
3393.0,712.0,4.765449438202247,0,4105.0,0,9.532423871145296,2.533333333333333,0,13.133333333333333,9,2017,4,2018,5,2,1,0
333.0,24.0,13.875,0,357.0,0,8.824677891164198,2.3,0,23.11666666666667,12,2017,11,2016,4,1,0,0
424.0,1442.0,0.29403606102635227,0,1866.0,0,8.476371196895983,0.0,0,13.133333333333333,9,2017,4,2014,7,3,0,0
8121.0,850.0,9.554117647058824,0,8971.0,0,8.85366542803745,0.5,0,5.666666666666666,8,2019,5,2019,1,1,0,0
8353.0,1007.0,8.29493545183714,0,9360.0,0,9.047821442478408,0.5333333333333333,0,30.099999999999998,19,2017,6,2014,1,3,0,0
419.0,42.0,9.976190476190476,0,461.0,0,8.85366542803745,0.0,0,11.533333333333333,21,2019,6,2014,5,1,0,0
3068.0,295.0,10.4,0,3363.0,0,8.85366542803745,0.0,0,1.9000000000000001,7,2018,9,2018,9,1,0,0
6.0,2.0,3.0,1,8.0,0,0.0,0.13333333333333333,0,1.3333333333333335,6,2018,12,2018,6,1,0,5
0.0,1.0,0.0,1,1.0,0,0.0,0.0,0,0.0,1,2019,1,2019,1,0,0,0
634.0,110.0,5.763636363636364,0,744.0,0,8.83927669058535,0.0,0,2.533333333333333,17,2018,4,2016,11,1,0,0
898.0,52.0,17.26923076923077,0,950.0,0,9.20029003612268,0.0,1,0.0,5,2019,8,2017,3,1,0,0
2125.0,333.0,6.381381381381382,0,2458.0,0,9.642122788401721,1.4,0,268.25,25,2017,12,2016,9,0,0,0
2790.0,450.0,6.2,0,3240.0,0,8.824677891164198,0.016666666666666666,0,49.4,6,2018,8,2016,3,1,2,0
10595.0,888.0,11.931306306306306,0,11483.0,1,8.824677891164198,0.6333333333333333,0,18.1,12,2018,11,2015,12,1,1,0
56368.0,20286.0,2.7786650892240954,0,76654.0,2,10.335269968961667,49.38333333333333,0,49.4,6,2018,8,2018,8,1,2,0
1081.0,76.0,14.223684210526315,0,1157.0,0,7.495541943884256,0.0,0,2.533333333333333,17,2018,4,2018,1,1,0,0
2048.0,883.0,2.319365798414496,0,2931.0,0,8.83927669058535,0.0,0,0.0,1,2019,9,2017,8,1,1,0
1945.0,2951.0,0.6590986106404608,0,4896.0,0,9.082507000466299,0.85,0,64.60000000000001,22,2017,10,2013,11,2,1,0
507.0,96.0,5.28125,0,603.0,0,8.476371196895983,0.0,0,18.1,12,2018,11,2016,9,2,1,0
8215.0,1424.0,5.768960674157303,0,9639.0,0,9.323669057283185,0.7,0,28.450000000000003,16,2018,6,2016,9,1,0,0
656.0,138.0,4.753623188405797,0,794.0,0,8.68270762989381,0.0,0,11.216666666666665,12,2019,2,2013,10,1,0,0
8356.0,2040.0,4.096078431372549,0,10396.0,1,10.196157166498947,0.0,0,11.533333333333333,21,2019,6,2016,10,5,1,0
365.0,55.0,6.636363636363637,0,420.0,0,9.323669057283185,0.0,0,2.533333333333333,17,2018,4,2017,10,2,1,0
9318.0,1194.0,7.8040201005025125,0,10512.0,1,6.684611727667927,0.5,0,30.549999999999997,3,2015,9,2014,8,3,0,0
5361.0,402.0,13.335820895522389,0,5763.0,0,8.216088098632316,4.216666666666667,0,40.849999999999994,4,2016,10,2016,1,1,0,0
5791.0,480.0,12.064583333333333,0,6271.0,0,9.358760377094455,0.0,0,50.9,27,2018,3,2012,6,1,4,0
67.0,74.0,0.9054054054054054,0,141.0,0,8.85366542803745,0.0,0,20.616666666666667,4,2019,3,2018,11,3,0,0
2789.0,410.0,6.802439024390244,0,3199.0,0,9.104979856318357,0.0,0,11.533333333333333,21,2019,6,2018,2,2,0,0
1074.0,126.0,8.523809523809524,0,1200.0,0,8.974618038455112,0.0,0,29.333333333333332,17,2016,11,2013,10,1,0,0
612.0,171.0,3.5789473684210527,0,783.0,0,8.216088098632316,0.0,0,0.0,10,2019,7,2015,8,1,0,0
42599.0,678.0,62.83038348082596,0,43277.0,2,9.104979856318357,1.95,0,64.60000000000001,22,2017,10,2016,2,2,3,0
3936.0,515.0,7.6427184466019416,0,4451.0,0,8.34283980427146,0.0,0,2.533333333333333,17,2018,4,2017,4,1,0,0
525.0,85.0,6.176470588235294,0,610.0,0,8.131530710604252,1.6833333333333331,0,30.099999999999998,19,2017,6,2016,4,1,0,0
8631.0,1192.0,7.240771812080537,0,9823.0,0,8.824677891164198,0.0,0,50.9,27,2018,3,2013,5,2,0,0
3533.0,1092.0,3.2353479853479854,0,4625.0,0,9.082507000466299,0.16666666666666666,0,28.450000000000003,16,2018,6,2015,4,4,0,0
2355.0,260.0,9.057692307692308,0,2615.0,0,9.20029003612268,0.9666666666666668,0,1.3333333333333335,6,2018,12,2015,11,3,0,0
798.0,52.0,15.346153846153847,0,850.0,0,8.070906088787819,0.1,0,28.450000000000003,16,2018,6,2015,2,5,0,0
351.0,91.0,3.857142857142857,1,442.0,0,0.0,0.0,1,0.0,10,2019,7,2017,1,1,0,0
1719.0,310.0,5.54516129032258,1,2029.0,0,0.0,0.2,0,16.2,16,2018,1,2017,5,8,2,0
11486.0,1087.0,10.566697332106715,0,12573.0,1,8.824677891164198,3.2333333333333334,0,30.099999999999998,19,2017,6,2013,10,3,0,0
1293.0,547.0,2.363802559414991,0,1840.0,0,8.824677891164198,0.0,0,16.2,16,2018,1,2011,6,1,0,0
25689.0,6151.0,4.176394082263046,0,31840.0,2,8.824677891164198,12.766666666666667,0,30.099999999999998,19,2017,6,2014,8,1,0,0
11102.0,1788.0,6.20917225950783,0,12890.0,1,9.667765219015058,10.0,0,23.11666666666667,12,2017,11,2017,2,2,0,0
340.0,40.0,8.5,0,380.0,0,7.696212639346407,0.0,0,1.9000000000000001,7,2018,9,2017,6,1,0,0
221277.0,6414.0,34.49906454630496,0,227691.0,2,8.1886891244442,51.28333333333333,0,51.28333333333333,1,2017,5,2011,5,4,1,0
1232.0,721.0,1.7087378640776698,0,1953.0,0,9.532423871145296,0.0,0,11.533333333333333,21,2019,6,2017,8,8,3,1
2492.0,498.0,5.004016064257028,0,2990.0,0,8.476371196895983,0.0,0,14.883333333333335,6,2017,9,2012,7,1,2,0
84.0,26.0,3.230769230769231,0,110.0,0,8.039157390473237,0.0,0,2.533333333333333,17,2018,4,2017,3,1,0,0
785.0,84.0,9.345238095238095,1,869.0,0,0.0,24.93333333333333,0,30.549999999999997,3,2015,9,2015,5,5,2,15
9255.0,1135.0,8.154185022026432,0,10390.0,1,9.433483923290392,1.7666666666666666,0,6.25,8,2018,10,2018,8,4,3,0
1544.0,634.0,2.4353312302839116,0,2178.0,0,9.735068900911164,0.5,0,6.25,8,2018,10,2017,12,3,0,0
4245.0,255.0,16.647058823529413,0,4500.0,0,7.8632667240095735,2.5,0,4.183333333333334,5,2019,4,2019,4,1,0,0
2807.0,469.0,5.985074626865671,0,3276.0,0,9.433483923290392,0.0,0,21.300000000000004,9,2018,7,2013,10,2,0,0
6992.0,423.0,16.52955082742317,0,7415.0,0,9.503009985939002,0.0,0,11.533333333333333,21,2019,6,2017,10,2,0,0
17278.0,445.0,38.826966292134834,0,17723.0,1,8.517193191416238,1.75,0,30.499999999999996,14,2018,2,2013,10,1,0,0
4075.0,397.0,10.26448362720403,0,4472.0,0,8.824677891164198,0.0,0,64.60000000000001,22,2017,10,2016,8,2,0,0
754.0,130.0,5.8,0,884.0,0,8.824677891164198,0.0,0,28.450000000000003,16,2018,6,2014,10,4,0,0
15695.0,2645.0,5.933837429111531,0,18340.0,1,9.464982590349763,0.0,0,11.533333333333333,21,2019,6,2016,10,2,0,0
757.0,195.0,3.882051282051282,0,952.0,0,8.1886891244442,0.08333333333333333,0,29.333333333333332,17,2016,11,2014,12,2,3,0
1261.0,497.0,2.5372233400402413,0,1758.0,0,8.1886891244442,0.0,0,30.099999999999998,19,2017,6,2014,7,1,0,0
2209.0,475.0,4.650526315789474,0,2684.0,0,9.082507000466299,0.05,0,268.25,25,2017,12,2017,8,1,0,0
12537.0,1746.0,7.180412371134021,0,14283.0,1,9.20029003612268,0.0,0,0.0,10,2019,7,2017,5,2,0,0
514.0,222.0,2.315315315315315,0,736.0,0,8.648221453822641,0.3333333333333333,0,268.25,25,2017,12,2019,2,2,3,0
7687.0,4014.0,1.9150473343298455,0,11701.0,1,8.764053269347762,0.0,0,50.9,27,2018,3,2016,9,3,0,0
4526.0,480.0,9.429166666666667,0,5006.0,0,8.594154232552366,14.433333333333335,0,21.300000000000004,9,2018,7,2018,5,2,0,0
12554.0,2868.0,4.377266387726639,0,15422.0,1,9.464982590349763,0.0,0,0.0,10,2019,7,2016,11,1,0,0
210988.0,4982.0,42.350060216780406,0,215970.0,2,9.449357272446683,0.8333333333333334,0,11.216666666666665,12,2019,2,2015,5,2,0,0
683.0,38.0,17.973684210526315,0,721.0,0,8.476371196895983,4.216666666666667,0,28.450000000000003,16,2018,6,2015,12,1,0,0
5559.0,416.0,13.36298076923077,0,5975.0,0,9.20029003612268,0.03333333333333333,0,30.099999999999998,19,2017,6,2009,11,2,0,0
453.0,160.0,2.83125,0,613.0,0,8.809862805379057,0.0,0,28.450000000000003,16,2018,6,2007,6,2,0,0
1372.0,69.0,19.884057971014492,0,1441.0,0,8.476371196895983,0.6,0,4.1,10,2018,5,2016,9,4,0,0
31993.0,1058.0,30.23913043478261,0,33051.0,2,9.740968623038354,0.9833333333333332,0,30.099999999999998,19,2017,6,2012,10,2,0,0
2809.0,492.0,5.709349593495935,0,3301.0,0,7.313220387090301,0.2,0,64.60000000000001,22,2017,10,2015,3,1,0,0
8351.0,2488.0,3.3565112540192925,0,10839.0,1,9.94270826568941,6.316666666666666,0,18.1,12,2018,11,2016,2,2,0,0
5683.0,1359.0,4.181751287711553,0,7042.0,0,8.66561319653451,0.0,0,49.4,6,2018,8,2015,9,4,0,0
5338.0,699.0,7.636623748211731,0,6037.0,0,8.824677891164198,0.0,0,64.60000000000001,22,2017,10,2014,9,1,0,0
32156.0,5298.0,6.069460173650434,0,37454.0,2,8.160518247477505,2.1166666666666667,0,64.60000000000001,22,2017,10,2016,2,1,0,0
249706.0,50297.0,4.964630097222498,0,300003.0,2,9.082507000466299,2.6333333333333333,0,268.25,25,2017,12,2015,12,1,0,0
47530.0,2488.0,19.10369774919614,0,50018.0,2,9.495519314209846,92.63333333333334,0,268.25,25,2017,12,2017,9,4,5,1
3578.0,762.0,4.695538057742782,1,4340.0,0,0.0,0.0,0,30.099999999999998,19,2017,6,2014,9,4,0,0
41729.0,2399.0,17.394330971238016,0,44128.0,2,8.824677891164198,0.0,0,21.300000000000004,9,2018,7,2014,11,2,1,0
0.0,1.0,0.0,1,1.0,0,0.0,0.0,0,0.0,5,2019,8,2018,11,1,0,0
1422.0,154.0,9.233766233766234,0,1576.0,0,8.85366542803745,0.0,0,0.0,5,2019,8,2016,6,1,0,0
1202.0,296.0,4.0608108108108105,0,1498.0,0,8.517193191416238,1.1666666666666667,0,29.333333333333332,17,2016,11,2015,9,2,0,0
4058.0,560.0,7.246428571428571,0,4618.0,0,8.476371196895983,1.25,0,13.133333333333333,9,2017,4,2016,8,2,0,0
43758.0,4142.0,10.564461612747465,0,47900.0,2,8.987196820661973,1.4,0,268.25,25,2017,12,2017,8,3,0,0
2713.0,332.0,8.171686746987952,1,3045.0,0,0.0,0.016666666666666666,0,0.016666666666666666,2,2015,8,2013,3,1,0,0
6989.0,638.0,10.954545454545455,0,7627.0,0,8.699514748210191,0.31666666666666665,1,268.25,25,2017,12,2016,5,3,0,0
1220.0,486.0,2.5102880658436213,0,1706.0,0,8.1886891244442,0.0,0,28.450000000000003,16,2018,6,2009,4,2,1,0
29499.0,4930.0,5.983569979716024,0,34429.0,2,9.104979856318357,7.4,0,64.60000000000001,22,2017,10,2019,2,1,1,0
102948.0,8055.0,12.780633147113594,0,111003.0,2,8.85366542803745,2.7,0,268.25,25,2017,12,2018,4,3,0,0
141.0,28.0,5.035714285714286,0,169.0,0,8.517193191416238,0.0,0,4.183333333333334,5,2019,4,2016,11,1,0,0
